Account ID,Account Name,Instance ID,Instance name,Instance type,OS,Region,user: Tag1,user: Environment,aws:createdBy,Total running hours,RI Hours,On-Demand hours,Savings Plans hours, CPU Utilization ,Memory Utilization,Disk Utilization,EBS Read Throughput (Ops/s),EBS Write Throughput (Ops/s),EBS Read Bandwidth (KiB/s),EBS Write Bandwidth (KiB/s),Recommended Action,Recommended Instance Type 1, Recommended Instance Type 1 Estimated Savings , Recommended Instance Type 1 Projected CPU ,Recommended Instance Type 1 Projected Memory,Recommended Instance Type 1 Projected Disk,Recommended Instance Type 2, Recommended Instance Type 2 Estimated Savings , Recommended Instance Type 2 Projected CPU ,Recommended Instance Type 2 Projected Memory,Recommended Instance Type 2 Projected Disk,Recommended Instance Type 3, Recommended Instance Type 3 Estimated Savings , Recommended Instance Type 3 Projected CPU ,Recommended Instance Type 3 Projected Memory,Recommended Instance Type 3 Projected Disk
8.36E+11,WA Cost Labs,i-02609,name 435,t3.small,Linux/UNIX,US East (N. Virginia),TagValue 435,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,330,0,0,26,,,0,7.693333333,0,,Modify,t3.micro, $-   ,26,,,t3.nano, $-   ,26,,,,,,,
8.36E+11,WA Cost Labs,i-026091,name 436,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 436,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.115833,0,0.115833,0,11.65,,,0,6.313333333,0,,Modify,c4.2xlarge,$0.11 ,23.29,,,c4.xlarge,$0.17 ,46.58,,,,,,,
8.36E+11,WA Cost Labs,i-026093,name 437,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 437,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.523889,0,0.523889,0,13,,,0,7.953333333,0,,Modify,c4.large,$0.11 ,26,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-026097,name 438,t3.micro,Linux/UNIX,EU (Frankfurt),TagValue 438,DEV,AssumedRole:AROA3JCGXXXXXXXX,1.768889,0,1.768889,0,26,,,0,7.353333333,0,,Modify,t3.nano,$0.02 ,26,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-02622,name 439,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 439,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.251667,0,0.251667,0,21.19,,,0,5.716666667,0,,Modify,c4.2xlarge,$0.25 ,42.38,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-026226,name 440,t3.small,Linux/UNIX,EU (Ireland),TagValue 440,DEV,AssumedRole:AROA3JCGXXXXXXXX,13,13,0,0,27,,,0,0.993333333,0,,Modify,t3.micro, $-   ,27,,,t3.nano, $-   ,27,,,,,,,
8.36E+11,WA Cost Labs,i-02623,name 441,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 441,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,2,,,0.18,7.793333333,3.738404948,,Modify,t3.micro,$8.58 ,2,,,t3.nano,$12.87 ,2,,,,,,,
8.36E+11,WA Cost Labs,i-026240,name 442,m5.2xlarge,Linux/UNIX,Asia Pacific (Sydney),TagValue 442,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,16,,,0,1.18,0,,Modify,m5.xlarge,$172.07 ,32,,,m5.large,$258.11 ,64,,,,,,,
8.36E+11,WA Cost Labs,i-026367,name 443,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 443,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.465278,0,0.465278,0,7.28,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.46 ,14.56,,,c4.xlarge,$0.69 ,29.13,,,c4.large,$0.80 ,58.25,,
8.36E+11,WA Cost Labs,i-026387,name 444,r4.8xlarge,Linux/UNIX,US East (N. Virginia),TagValue 444,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,329,1,0,6.39,,,0.66,10.00333333,17.06441406,,Modify,r4.4xlarge,$2.31 ,12.77,,,r4.xlarge,$4.05 ,51.08,,,r4.2xlarge,$3.47 ,25.54,,
8.36E+11,WA Cost Labs,i-026429,name 445,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 445,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.096667,0,0.096667,0,16.84,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.09 ,33.69,,,c4.xlarge,$0.14 ,67.38,,,,,,,
8.36E+11,WA Cost Labs,i-026430,name 446,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 446,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,3,,,0,0.993333333,0,,Modify,t3.micro,$8.60 ,3,,,t3.nano,$12.91 ,3,,,,,,,
8.36E+11,WA Cost Labs,i-026431,name 447,r5.2xlarge,Windows (Amazon VPC),EU (Ireland),TagValue 447,DEV,IAMUser:AIDAJJB63XXXXXXXX,220,0,220,0,34,,,0,1.19,0,,Modify,r5.xlarge,$222.74 ,68,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-026438,name 448,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 448,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.225556,0,0.225556,0,7.44,,,0,6.16,0,,Modify,c4.2xlarge,$0.22 ,14.88,,,c4.xlarge,$0.33 ,29.75,,,c4.large,$0.39 ,59.5,,
8.36E+11,WA Cost Labs,i-026443,name 449,c4.2xlarge,Linux/UNIX,EU (Frankfurt),TagValue 449,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.083333,0,0.083333,0,6.67,,,0.013333333,6.32,0.190734863,,Modify,c4.xlarge,$0.04 ,13.33,,,c4.large,$0.06 ,26.67,,,,,,,
8.36E+11,WA Cost Labs,i-026465,name 450,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 450,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.524444,0,0.524444,0,28.58,,,0,7.693333333,0,,Modify,c4.large,$0.11 ,57.17,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-026485,name 451,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 451,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.074444,0,0.074444,0,4.78,,,0,6.313333333,0,,Modify,c4.2xlarge,$0.07 ,9.56,,,c4.xlarge,$0.11 ,19.13,,,c4.large,$0.13 ,38.25,,
8.36E+11,WA Cost Labs,i-026498,name 452,r4.2xlarge,Linux/UNIX,Asia Pacific (Tokyo),TagValue 452,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,21.25,,,0,7.953333333,0,,Modify,r4.xlarge,$228.73 ,42.5,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-0265,name 453,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 453,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.280278,0,0.280278,0,0.83,,,0,7.353333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-026530,name 454,m5.2xlarge,Linux/UNIX,US East (N. Virginia),TagValue 454,DEV,AssumedRole:AROA3JCGXXXXXXXX,331,1,330,0,22,,,0,5.716666667,0,,Modify,m5.xlarge,$137.66 ,44,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-02654,name 455,t2.small,Linux/UNIX,EU (Frankfurt),TagValue 455,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,8.5,,,0,0.993333333,0,,Modify,t2.micro,$9.61 ,8.5,,,t2.nano,$14.41 ,8.5,,,,,,,
8.36E+11,WA Cost Labs,i-026579,name 456,t2.medium,Linux/UNIX,EU (Frankfurt),TagValue 456,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,26.17,,,0.18,7.793333333,3.738404948,,Modify,t2.small,$19.16 ,52.33,,,t2.micro,$28.73 ,52.33,,,t2.nano,$33.52 ,52.33,,
8.36E+11,WA Cost Labs,i-026583,name 457,t2.medium,Red Hat Enterprise Linux,US East (Ohio),TagValue 457,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,20.92,,,0,1.18,0,,Modify,t2.small,$16.78 ,41.83,,,t2.micro,$24.95 ,41.83,,,,,,,
8.36E+11,WA Cost Labs,i-026600,name 458,t3.large,Linux/UNIX,EU (Frankfurt),TagValue 458,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,28,,,0,0.993333333,0,,Modify,t3.medium,$34.41 ,28,,,t3.micro,$59.18 ,28,,,t3.small,$51.62 ,28,,
8.36E+11,WA Cost Labs,i-026607,name 459,c4.8xlarge,Linux/UNIX,EU (Ireland),TagValue 459,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,330,0,0,20.46,,,0.66,10.00333333,17.06441406,,Modify,c4.4xlarge, $-   ,46.03,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-026636,name 460,t3.medium,Windows (Amazon VPC),EU (Ireland),TagValue 460,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,28,,,0,0.993333333,0,,Modify,t3.small,$16.35 ,28,,,t3.micro,$31.12 ,28,,,t3.nano,$38.50 ,28,,
8.36E+11,WA Cost Labs,i-026641,name 461,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 461,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.745278,0,1.745278,0,18.61,,,0,0.993333333,0,,Modify,c4.2xlarge,$1.71 ,37.23,,,c4.xlarge,$2.57 ,74.46,,,,,,,
8.36E+11,WA Cost Labs,i-026645,name 462,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 462,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.690556,0,0.690556,0,23.33,,,0,1.19,0,,Modify,c4.large,$0.15 ,46.67,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-026663,name 463,t3.micro,Linux/UNIX,EU (Frankfurt),TagValue 463,DEV,IAMUser:AIDAJJB63XXXXXXXX,2.0675,0,2.0675,0,24,,,0,6.16,0,,Modify,t3.nano,$0.03 ,24,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-02673,name 464,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 464,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.523889,0,0.523889,0,6.96,,,0.013333333,6.32,0.190734863,,Modify,c4.2xlarge,$0.51 ,13.92,,,c4.xlarge,$0.77 ,27.83,,,c4.large,$0.90 ,55.67,,
8.36E+11,WA Cost Labs,i-026737,name 465,r5.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 465,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,330,0,0,17,,,0,7.693333333,0,,Modify,r5.large, $-   ,34,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-026752,name 466,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 466,DEV,AssumedRole:AROA3JCGXXXXXXXX,1.468333,0,1.468333,0,13.08,,,0,6.313333333,0,,Modify,c4.2xlarge,$1.44 ,26.17,,,c4.xlarge,$2.17 ,52.33,,,,,,,
8.36E+11,WA Cost Labs,i-026851,name 467,c4.2xlarge,Linux/UNIX,EU (Frankfurt),TagValue 467,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.288056,0,0.288056,0,18.92,,,0,7.953333333,0,,Modify,c4.xlarge,$0.14 ,37.83,,,c4.large,$0.21 ,75.67,,,,,,,
8.36E+11,WA Cost Labs,i-026891,name 468,t2.medium,Red Hat Enterprise Linux,EU (Frankfurt),TagValue 468,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,26.89,,,0,7.353333333,0,,Modify,t2.small,$19.21 ,53.77,,,t2.micro,$28.82 ,53.77,,,,,,,
8.36E+11,WA Cost Labs,i-026902,name 469,c5d.2xlarge,Linux/UNIX,EU (Ireland),TagValue 469,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,283.6124998,46.38750025,0,13,,,0,5.716666667,0,,Modify,c5d.xlarge,$21.97 ,26,,,c5d.large,$32.96 ,52,,,,,,,
8.36E+11,WA Cost Labs,i-026910,name 470,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 470,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.165833,0,0.165833,0,6.6,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.16 ,13.21,,,c4.large,$0.29 ,52.83,,,c4.xlarge,$0.24 ,26.42,,
8.36E+11,WA Cost Labs,i-026921,name 471,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 471,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.033333,0,0.033333,0,6.26,,,0.18,7.793333333,3.738404948,,Modify,c4.2xlarge,$0.03 ,12.52,,,c4.large,$0.06 ,50.08,,,c4.xlarge,$0.05 ,25.04,,
8.36E+11,WA Cost Labs,i-026927,name 472,t2.small,Linux/UNIX,EU (Frankfurt),TagValue 472,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,5,,,0,1.18,0,,Modify,t2.micro,$9.61 ,5,,,t2.nano,$14.41 ,5,,,,,,,
8.36E+11,WA Cost Labs,i-026945,name 473,t3.small,Linux/UNIX,US East (Ohio),TagValue 473,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.74,0,1.74,0,23,,,0,0.993333333,0,,Modify,t3.micro,$0.04 ,23,,,t3.nano,$0.06 ,23,,,,,,,
8.36E+11,WA Cost Labs,i-026953,name 474,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 474,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.518056,0,0.518056,0,23.29,,,0.66,10.00333333,17.06441406,,Modify,c4.large,$0.11 ,46.58,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-026980,name 475,t2.large,Linux/UNIX,EU (Frankfurt),TagValue 475,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,4.42,,,0,0.993333333,0,,Modify,t2.medium,$38.43 ,4.42,,,t2.small,$57.64 ,8.83,,,t2.micro,$67.25 ,8.83,,
8.36E+11,WA Cost Labs,i-026995,name 476,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 476,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.28,0,0.28,0,0.85,,,0,0.993333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-027004,name 477,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 477,DEV,IAMUser:AIDAJJB63XXXXXXXX,2.357778,0,2.357778,0,13.29,,,0,1.19,0,,Modify,c4.2xlarge,$2.32 ,26.58,,,c4.xlarge,$3.48 ,53.17,,,,,,,
8.36E+11,WA Cost Labs,i-027029,name 478,r5.2xlarge,Linux/UNIX,US East (N. Virginia),TagValue 478,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,329,0,0,35,,,0,6.16,0,,Modify,r5.xlarge, $-   ,70,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-027064,name 479,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 479,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.154167,0,0.154167,0,14.21,,,0.013333333,6.32,0.190734863,,Modify,c4.2xlarge,$0.15 ,28.42,,,c4.xlarge,$0.23 ,56.83,,,,,,,
8.36E+11,WA Cost Labs,i-027067,name 480,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 480,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.188333,0,0.188333,0,18.7,,,0,7.693333333,0,,Modify,c4.2xlarge,$0.18 ,37.4,,,c4.xlarge,$0.28 ,74.79,,,,,,,
8.36E+11,WA Cost Labs,i-027068,name 481,c4.2xlarge,Linux/UNIX,EU (Frankfurt),TagValue 481,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.002778,0,1.002778,0,27.71,,,0,6.313333333,0,,Modify,c4.xlarge,$0.49 ,55.42,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-027077,name 482,t3.medium,Linux/UNIX,Asia Pacific (Sydney),TagValue 482,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,37,,,0,7.953333333,0,,Modify,t3.small,$18.93 ,37,,,t3.nano,$33.12 ,37,,,t3.micro,$28.39 ,37,,
8.36E+11,WA Cost Labs,i-027078,name 483,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 483,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.280278,0,0.280278,0,0.83,,,0,7.353333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-02708,name 484,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 484,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,2,,,0,5.716666667,0,,Modify,t3.micro,$8.60 ,2,,,t3.nano,$12.91 ,2,,,,,,,
8.36E+11,WA Cost Labs,i-027094,name 485,t2.medium,Windows (Amazon VPC),EU (London),TagValue 485,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,31.02,,,0,0.993333333,0,,Modify,t2.small,$25.24 ,62.03,,,t2.nano,$44.09 ,62.03,,,t2.micro,$37.71 ,62.03,,
8.36E+11,WA Cost Labs,i-027119,name 486,c4.xlarge,Linux/UNIX,EU (Frankfurt),TagValue 486,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.045,0,0.045,0,16.88,,,0.18,7.793333333,3.738404948,,Modify,c4.large,$0.01 ,33.75,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-027124,name 487,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 487,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,3,,,0,1.18,0,,Modify,t3.micro,$8.60 ,3,,,t3.nano,$12.91 ,3,,,,,,,
8.36E+11,WA Cost Labs,i-027177,name 488,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 488,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.516944,0,0.516944,0,23.17,,,0,0.993333333,0,,Modify,c4.large,$0.11 ,46.33,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-02725,name 489,t2.large,Linux/UNIX,US East (N. Virginia),TagValue 489,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,0,329,0,13.14,,,0.66,10.00333333,17.06441406,,Modify,t2.medium,$33.17 ,13.14,,,t2.small,$49.89 ,26.27,,,t2.micro,$58.04 ,26.27,,
8.36E+11,WA Cost Labs,i-02727,name 490,m4.xlarge,Red Hat Enterprise Linux,Asia Pacific (Sydney),TagValue 490,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,18.29,,,0,0.993333333,0,,Modify,m4.large,$89.62 ,36.58,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-027292,name 491,r5.4xlarge,Red Hat Enterprise Linux,US East (N. Virginia),TagValue 491,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,27,,,0,0.993333333,0,,Modify,r5.2xlarge,$361.35 ,54,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-027296,name 492,t2.medium,Linux/UNIX,US East (N. Virginia),TagValue 492,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,330,0,0,3.28,,,0,1.19,0,,Modify,t2.small, $-   ,6.56,,,t2.nano, $-   ,6.56,,,t2.micro, $-   ,6.56,,
8.36E+11,WA Cost Labs,i-027371,name 493,c4.2xlarge,Linux/UNIX,EU (Frankfurt),TagValue 493,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.292222,0,1.292222,0,31.13,,,0,6.16,0,,Modify,c4.xlarge,$0.64 ,62.25,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-027400,name 494,t2.micro,Linux/UNIX,EU (Ireland),TagValue 494,DEV,AssumedRole:AROA3JCGXXXXXXXX,174,0,174,0,19.32,,,0.013333333,6.32,0.190734863,,Modify,t2.nano,$2.38 ,19.32,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-02746,name 495,c4.4xlarge,Linux/UNIX,US East (N. Virginia),TagValue 495,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.193889,0,0.193889,0,17.13,,,0,7.693333333,0,,Modify,c4.2xlarge,$0.17 ,34.25,,,c4.xlarge,$0.25 ,68.5,,,,,,,
8.36E+11,WA Cost Labs,i-027472,name 496,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 496,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.28,0,0.28,0,0.85,,,0,6.313333333,0,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-027606,name 497,m5.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 497,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,1,329,0,10,,,0,7.953333333,0,,Modify,m5.large,$68.62 ,20,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-027623,name 498,t2.medium,Linux/UNIX,US East (N. Virginia),TagValue 498,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,5.83,,,0,7.353333333,0,,Modify,t2.small,$16.78 ,11.67,,,t2.nano,$29.11 ,11.67,,,t2.micro,$24.95 ,11.67,,
8.36E+11,WA Cost Labs,i-027634,name 499,r5.8xlarge,Linux/UNIX,EU (Ireland),TagValue 499,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0.97875,329.02125,0,24,,,0,5.716666667,0,,Modify,r5.4xlarge,$806.34 ,48,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-027688,name 500,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 500,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,5,,,0,0.993333333,0,,Modify,t3.micro,$8.58 ,5,,,t3.nano,$12.87 ,5,,,,,,,
8.36E+11,WA Cost Labs,i-027767,name 501,m5.xlarge,Red Hat Enterprise Linux,US East (N. Virginia),TagValue 501,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,19,,,0.18,7.793333333,3.738404948,,Modify,m5.large,$68.83 ,38,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-027774,name 502,t2.small,Linux/UNIX,US East (N. Virginia),TagValue 502,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,9.83,,,0,1.18,0,,Modify,t2.micro,$8.17 ,9.83,,,t2.nano,$12.33 ,9.83,,,,,,,
8.36E+11,WA Cost Labs,i-027790,name 503,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 503,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.071111,0,0.071111,0,4.39,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.07 ,8.77,,,c4.xlarge,$0.10 ,17.54,,,c4.large,$0.12 ,35.08,,
8.36E+11,WA Cost Labs,i-027805,name 504,t2.micro,Linux/UNIX,EU (Frankfurt),TagValue 504,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,0,329,0,8.67,,,0.66,10.00333333,17.06441406,,Modify,t2.nano,$4.79 ,8.67,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-027818,name 505,t3.small,Linux/UNIX,US East (Ohio),TagValue 505,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.635278,0,1.635278,0,18,,,0,0.993333333,0,,Modify,t3.micro,$0.04 ,18,,,t3.nano,$0.06 ,18,,,,,,,
8.36E+11,WA Cost Labs,i-027824,name 506,t3.medium,Windows (Amazon VPC),US East (N. Virginia),TagValue 506,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,39,,,0,0.993333333,0,,Modify,t3.small,$14.91 ,39,,,t3.nano,$22.68 ,39,,,t3.micro,$23.04 ,39,,
8.36E+11,WA Cost Labs,i-027873,name 507,t3.small,Linux/UNIX,EU (Frankfurt),TagValue 507,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,2,,,0,1.19,0,,Modify,t3.micro,$8.60 ,2,,,t3.nano,$12.91 ,2,,,,,,,
8.36E+11,WA Cost Labs,i-027944,name 508,t2.medium,Linux/UNIX,US East (N. Virginia),TagValue 508,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,329,0,0,2.46,,,0,6.16,0,,Modify,t2.small, $-   ,4.92,,,t2.micro, $-   ,4.92,,,t2.nano, $-   ,4.92,,
8.36E+11,WA Cost Labs,i-028037,name 509,t3.small,Linux/UNIX,US East (N. Virginia),TagValue 509,DEV,IAMUser:AIDAJJB63XXXXXXXX,329,329,0,0,28,,,0.013333333,6.32,0.190734863,,Modify,t3.micro, $-   ,28,,,t3.nano, $-   ,28,,,,,,,
8.36E+11,WA Cost Labs,i-028070,name 510,t3.medium,Linux/UNIX,US East (N. Virginia),TagValue 510,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,229.1084725,99.8915275,0,8,,,0,7.693333333,0,,Modify,t3.small,$4.51 ,8,,,t3.micro,$6.77 ,8,,,t3.nano,$7.90 ,8,,
8.36E+11,WA Cost Labs,i-028109,name 511,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 511,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.253611,0,1.253611,0,22.99,,,0,6.313333333,0,,Modify,c4.2xlarge,$1.23 ,45.98,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-028196,name 512,t3.micro,Linux/UNIX,US East (Ohio),TagValue 512,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,199,131,0,4,,,0,7.953333333,0,,Modify,t3.nano,$1.48 ,4,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-028212,name 513,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 513,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.156667,0,0.156667,0,6.86,,,0,7.353333333,0,,Modify,c4.2xlarge,$0.15 ,13.73,,,c4.xlarge,$0.23 ,27.46,,,c4.large,$0.27 ,54.92,,
8.36E+11,WA Cost Labs,i-028229,name 514,t2.small,Linux/UNIX,US East (N. Virginia),TagValue 514,DEV,AssumedRole:AROA3JCGXXXXXXXX,330,0,330,0,4.59,,,0,5.716666667,0,,Modify,t2.micro,$8.17 ,4.59,,,t2.nano,$12.33 ,4.59,,,,,,,
8.36E+11,WA Cost Labs,i-028237,name 515,c4.xlarge,Linux/UNIX,US East (N. Virginia),TagValue 515,DEV,IAMUser:AIDAJJB63XXXXXXXX,0.514444,0,0.514444,0,8.13,,,0,0.993333333,0,,Modify,c4.large,$0.11 ,16.25,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-028286,name 516,t1.micro,Linux/UNIX,US East (N. Virginia),TagValue 516,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.280278,0,0.280278,0,1,,,0.18,7.793333333,3.738404948,,Terminate,,$0.01 ,,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-028355,name 517,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 517,DEV,IAMUser:AIDAJJB63XXXXXXXX,1.279167,0,1.279167,0,23.74,,,0,1.18,0,,Modify,c4.2xlarge,$1.26 ,47.48,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-028391,name 518,c4.4xlarge,Linux/UNIX,EU (Ireland),TagValue 518,DEV,AssumedRole:AROA3JCGXXXXXXXX,0.359167,0,0.359167,0,19.61,,,0,0.993333333,0,,Modify,c4.2xlarge,$0.35 ,39.23,,,c4.xlarge,$0.53 ,78.46,,,,,,,
8.36E+11,WA Cost Labs,i-028473,name 519,m5.xlarge,Linux/UNIX,EU (Frankfurt),TagValue 519,DEV,IAMUser:AIDAJJB63XXXXXXXX,330,0,330,0,31,,,0.66,10.00333333,17.06441406,,Modify,m5.large,$82.45 ,62,,,,,,,,,,,,
8.36E+11,WA Cost Labs,i-028515,name 520,t3.medium,Linux/UNIX,US East (N. Virginia),TagValue 520,DEV,AssumedRole:AROA3JCGXXXXXXXX,329,133.7834715,195.2165285,0, -   ,,,0,0.993333333,0,,Terminate,,$17.64 ,,,,,,,,,,,,,
